**** BEGIN LOGGING AT Sat Oct 22 09:26:56 2016

[LoverGuy has address Chat@love.friendship.faith.trust.peace.bliss]
Oct 22 09:26:56 <LoverGuy>	hi rf
Jan 02 19:27:07 <RammsteinFan>	charcter is character..doesnt change anywhere 
Jan 02 19:27:15 <RammsteinFan>	ofcourse
Jan 02 19:27:19 <RammsteinFan>	and hes young too
Jan 02 19:27:26 <RammsteinFan>	at that age he is online too much
Jan 02 19:27:40 <LoverGuy>	and he said "i'm learning how to behave with women online"!!
Jan 02 19:27:47 <LoverGuy>	yes, true
Jan 02 19:27:49 <RammsteinFan>	haha
Jan 02 19:27:57 <RammsteinFan>	yeah like you can learn this stuff
Jan 02 19:28:46 <LoverGuy>	one thing he had told me had made me a bit softened towards him
Jan 02 19:28:46 <RammsteinFan>	he thinks of women like his personal property
Jan 02 19:28:51 <LoverGuy>	yes yes
Jan 02 19:28:57 <RammsteinFan>	what?
Jan 02 19:29:08 <RammsteinFan>	his breakup?
Jan 02 19:29:26 <LoverGuy>	when he fought with sap, he told her something like "i swear on my mom:
Jan 02 19:30:00 <LoverGuy>	and she's a blood and fire lady, she said don't kill your mom to prove yourself
Jan 02 19:30:29 <LoverGuy>	but later on he told me (confidential) that his mom passed away when he was 1
Jan 02 19:30:36 <RammsteinFan>	oh ok
Jan 02 19:30:44 <RammsteinFan>	yeah its sad
Jan 02 19:30:55 <LoverGuy>	then i thought maybe that's why he hasn't been brought up properly
Jan 02 19:31:09 <LoverGuy>	yet, he should have learnt more lessons
Jan 02 19:31:14 <RammsteinFan>	yeah
Jan 02 19:31:21 <LoverGuy>	it being a harder life
Jan 02 19:31:32 <RammsteinFan>	yes
Jan 02 19:31:43 <RammsteinFan>	should have learned some responsibility
Jan 02 19:31:48 <LoverGuy>	yes
Jan 02 19:31:52 <LoverGuy>	he hasn't at all
Jan 02 19:32:06 <RammsteinFan>	my friends dad passed away early too..and this is what he learned
Jan 02 19:32:11 <RammsteinFan>	responsibility
Jan 02 19:32:17 <RammsteinFan>	this guy....nothing
Jan 02 19:32:27 <LoverGuy>	yeah.. some people don't learn
Jan 02 19:32:36 <LoverGuy>	and that's another reason why he hates sap
Jan 02 19:32:40 <RammsteinFan>	but maybe he didnt get enough love in his life
Jan 02 19:32:49 <LoverGuy>	that he doesn't take mom's name in vain!
Jan 02 19:32:51 <LoverGuy>	yes
Jan 02 19:32:56 <LoverGuy>	it's apparent
Jan 02 19:33:12 <RammsteinFan>	well yeah then he shouldnt have used his mom like a pawn
Jan 02 19:33:45 <LoverGuy>	i am glad some message was conveyed today
Jan 02 19:33:53 <RammsteinFan>	today?
Jan 02 19:33:57 <LoverGuy>	no one greeted him
Jan 02 19:34:00 <RammsteinFan>	ah yes
Jan 02 19:34:13 <LoverGuy>	hope he doesn't come when dew isn't around
Jan 02 19:34:15 <RammsteinFan>	good thing 
Jan 02 19:34:19 <LoverGuy>	yes
Jan 02 19:34:27 <RammsteinFan>	thats the only way he will learn
Jan 02 19:35:00 <LoverGuy>	yes... life hits hard when people don't learn
Jan 02 19:35:26 <RammsteinFan>	see lg we all have problems we just dont make excuses for our behaviour 
Jan 02 19:35:46 <LoverGuy>	yes... that's the point
Jan 02 19:35:59 <RammsteinFan>	yes
Jan 02 19:36:15 <LoverGuy>	why behave badly with others for those reasons?
Jan 02 19:36:41 <RammsteinFan>	especially when people are being nice to you
Jan 02 19:36:53 <RammsteinFan>	if someone is rude then you can be rude
Jan 02 19:37:21 <LoverGuy>	yes... i'm not even rude to those who are rude.. to a large extent
Jan 02 19:37:34 <LoverGuy>	this guy just went over the top
Jan 02 19:38:18 <RammsteinFan>	yeah ive seen that about you
Jan 02 19:38:21 <RammsteinFan>	gandhi bhakt :P
Jan 02 19:38:25 <LoverGuy>	no
Jan 02 19:38:28 <LoverGuy>	not at all
Jan 02 19:38:44 <LoverGuy>	i just hold it back because it's ugly
Jan 02 19:39:00 <LoverGuy>	and most of the times the reasons are silly
Jan 02 19:39:15 <LoverGuy>	i don't agree with gandhi's philosophy
Jan 02 19:39:18 <RammsteinFan>	i was joking
Jan 02 19:39:23 <LoverGuy>	lol
Jan 02 19:39:29 <RammsteinFan>	:)
Jan 02 19:39:40 <LoverGuy>	i've even had fist fights with auto drivers :P
Jan 02 19:41:08 <RammsteinFan>	wow really?
Jan 02 19:41:18 <RammsteinFan>	angry young man eh?
Jan 02 19:41:41 <LoverGuy>	yeah
Jan 02 19:42:05 <LoverGuy>	am more of tilak and bose :P
Jan 02 19:42:29 <LoverGuy>	as i said, i just laugh it off most of the times
Jan 02 19:42:42 <LoverGuy>	coz the reasons are very petty
Jan 02 19:43:45 <RammsteinFan>	ah yeah
Jan 02 19:43:55 <RammsteinFan>	well with age you settle down...
Jan 02 19:44:06 <RammsteinFan>	i have had my share of fights too
Jan 02 19:44:13 <LoverGuy>	lol good
Jan 02 19:44:18 <RammsteinFan>	but i dont tolerate assholes anymore
Jan 02 19:44:34 <RammsteinFan>	had enough of such people to deal with all my life
Jan 02 19:44:35 <RammsteinFan>	no more
Jan 02 19:44:47 <LoverGuy>	it takes a looooot of patience to deal with sap.. she's taught me a lot of patience
Jan 02 19:44:49 <LoverGuy>	hhmmm
Jan 02 19:44:53 <LoverGuy>	i understand
Jan 02 19:46:18 <RammsteinFan>	hmmm i would imagine so
Jan 02 19:46:50 <LoverGuy>	i told him.. from day 1 i have felt that dew is a tiny kid, and the very idea of gender doesn't come to my mind when i speak to her
Jan 02 19:47:10 <LoverGuy>	he doesn't want to believe tht
Jan 02 19:52:49 <RammsteinFan>	yes
Jan 02 19:52:55 <RammsteinFan>	exactly
Jan 02 19:53:09 <RammsteinFan>	i didnt tell him anything...just didnt like the way he talked to me 
Jan 02 19:53:16 <RammsteinFan>	so told him to piss off lo
Jan 02 19:53:19 <RammsteinFan>	lol*
Jan 02 19:53:28 <LoverGuy>	lol
Jan 02 19:53:41 <LoverGuy>	that's the best policy many times
Jan 02 19:56:13 <RammsteinFan>	yeah..he wont do it again
Jan 02 19:56:20 <RammsteinFan>	if you are nice he just might do it again
Jan 02 19:56:45 <LoverGuy>	no more... i won't even speak to him
Jan 02 19:57:18 <RammsteinFan>	after what he did i am not surprised
Jan 02 19:57:57 <LoverGuy>	he's retributive
Jan 02 19:58:15 <LoverGuy>	that's why i made the 'deal'
Jan 02 19:58:36 <RammsteinFan>	oh yes he is
Jan 02 19:58:51 <RammsteinFan>	just watch out if he keeps his end of the deal
Jan 02 19:59:11 <LoverGuy>	yeah.. lot of pent up anger in him.. dunno why
Jan 02 20:03:23 *	LoverGuy has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Mon Jan  2 20:04:09 2017

**** BEGIN LOGGING AT Tue Jan  3 21:06:29 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 03 21:06:49 <RammsteinFan>	az messaged me today...told me not to even take dews name 
Jan 03 21:06:56 <RammsteinFan>	i told him to go fuck himself lool
Jan 03 21:06:57 <LoverGuy>	looool
Jan 03 21:07:02 <LoverGuy>	hahaha
Jan 03 21:07:03 <RammsteinFan>	whata moron
Jan 03 21:07:24 <LoverGuy>	i don't think he's talked to dew after that fight with me
Jan 03 21:07:28 <RammsteinFan>	ah ok
Jan 03 21:07:40 <RammsteinFan>	i told gypsy about him...but i think shes isnt here
Jan 03 21:07:54 <LoverGuy>	she's away
Jan 03 21:08:02 <LoverGuy>	she'd kicked him out of the room once
Jan 03 21:08:38 <RammsteinFan>	yeah
Jan 03 21:11:20 <RammsteinFan>	this is what he said
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:34:35 <AZ>	don't even take dew's name
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:34:54 <RammsteinFan>	lol
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:34:57 <RammsteinFan>	go fuck yourself
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:35:08 <AZ>	that's your work mr asshole :)
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:38:03 <RammsteinFan>	fucktard
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:38:05 <RammsteinFan>	loool
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:38:08 <RammsteinFan>	you will never learn
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:38:14 <RammsteinFan>	dew dew dew dew
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:38:19 <RammsteinFan>	what are you going to do?
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:38:21 <RammsteinFan>	moron
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:38:46 <AZ>	?
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:39:05 <AZ>	what do you mean ass-hole ?
Jan 03 21:11:21 <RammsteinFan>	Jan 03 19:40:08 <AZ>	shows how cheap you are :)
Jan 03 21:11:46 <LoverGuy>	loooooooooool
Jan 03 21:11:52 <_________Fan>	what a moron
Jan 03 21:11:57 <LoverGuy>	he is an asshole
Jan 03 21:12:00 <_________Fan>	lol
Jan 03 21:12:01 <_________Fan>	indeed
Jan 03 21:12:26 <LoverGuy>	we should start chanting  dew dew on the mains
Jan 03 21:12:39 <RammsteinFan>	lol yes
Jan 03 21:12:43 <RammsteinFan>	i was going to do that
Jan 03 21:12:46 <LoverGuy>	hahaha
Jan 03 21:12:56 <LoverGuy>	he just came in a guest nick
Jan 03 21:13:00 <RammsteinFan>	just let him come back.
Jan 03 21:13:01 <RammsteinFan>	yeah 
Jan 03 21:13:06 <RammsteinFan>	and left immediately loll
Jan 03 21:13:11 <LoverGuy>	yeah
Jan 03 21:13:20 <LoverGuy>	did anyone speak to him today?
Jan 03 21:13:35 <RammsteinFan>	kat did
Jan 03 21:13:46 <LoverGuy>	she shouldn't have
Jan 03 21:13:48 <RammsteinFan>	and lainy
Jan 03 21:14:04 <RammsteinFan>	yeah im going to post waht he said in main so everyone can see
Jan 03 21:14:08 <LoverGuy>	lainy doesn't understan
Jan 03 21:14:11 <LoverGuy>	yeah do it
Jan 03 21:14:15 <RammsteinFan>	yeah lainy doesnt know it
Jan 03 21:14:33 <RammsteinFan>	she will once i post it in main
Jan 03 21:14:36 <RammsteinFan>	:)
Jan 03 21:14:43 <RammsteinFan>	make sure this guy is a outcast
Jan 03 21:14:47 <RammsteinFan>	fucking moron
Jan 03 21:14:47 <LoverGuy>	yeah.. she's sensitive
Jan 03 21:14:54 <LoverGuy>	i'll be glad if he's gone
Jan 03 21:15:04 <LoverGuy>	a lot of stress is released
Jan 03 21:15:09 <RammsteinFan>	ill make sure he will leave 
Jan 03 21:15:10 <LoverGuy>	he tenses up the situation
Jan 03 21:15:14 <LoverGuy>	pls do
Jan 03 21:15:26 <RammsteinFan>	he will get a brain damage..ill make him so angry
Jan 03 21:15:40 <LoverGuy>	loool
Jan 03 21:15:41 <RammsteinFan>	usually i ignore him
Jan 03 21:15:43 <RammsteinFan>	:)
Jan 03 21:15:52 <LoverGuy>	he's already got a deranged brain
Jan 03 21:16:05 <RammsteinFan>	i told him not to ping me with this nonsense...but still he did it
Jan 03 21:16:07 <RammsteinFan>	loool
Jan 03 21:16:08 <RammsteinFan>	true
Jan 03 21:16:17 <RammsteinFan>	now i wont let him rest
Jan 03 21:16:33 <LoverGuy>	yeah... to let the things cool down is bad
Jan 03 21:17:02 <RammsteinFan>	yes
Jan 03 21:17:36 <LoverGuy>	i think he just played enough to park his nick next to dew's in today's scores
Jan 03 21:18:42 <RammsteinFan>	lol
Jan 03 21:18:47 <RammsteinFan>	he thinks about all that?
Jan 03 21:18:51 <LoverGuy>	yeah
Jan 03 21:18:57 <LoverGuy>	sap used to do it..
Jan 03 21:19:52 <RammsteinFan>	park her name next to yours?
Jan 03 21:19:59 <LoverGuy>	yeah
Jan 03 21:20:05 <LoverGuy>	in all the rooms
Jan 03 21:20:24 <RammsteinFan>	ah ok
Jan 03 21:20:33 <RammsteinFan>	then this guy might have picked it up
Jan 03 21:20:44 <LoverGuy>	yes
Jan 03 21:20:53 <LoverGuy>	sign of possessiveness
Jan 03 21:20:59 <RammsteinFan>	true
Jan 03 21:21:37 <LoverGuy>	even in week's top
Jan 03 21:21:48 <RammsteinFan>	i see
Jan 03 21:21:53 <RammsteinFan>	did you talk to her recently?
Jan 03 21:21:58 <LoverGuy>	nope
Jan 03 21:22:03 <LoverGuy>	been a week
Jan 03 21:22:20 <LoverGuy>	she's just vanished
Jan 03 21:22:21 <RammsteinFan>	wow
Jan 03 21:22:30 <RammsteinFan>	shes not been around in other rooms too?
Jan 03 21:22:34 <LoverGuy>	and i'm pining towards death
Jan 03 21:22:34 <LoverGuy>	nope
Jan 03 21:22:50 <RammsteinFan>	:(
Jan 03 21:23:03 <RammsteinFan>	mayeb shes busy with college work
Jan 03 21:23:13 <LoverGuy>	nope
Jan 03 21:23:18 <LoverGuy>	exams over
Jan 03 21:23:21 <RammsteinFan>	ah i see
Jan 03 21:23:27 <LoverGuy>	maybe on an excursion
Jan 03 21:23:33 <RammsteinFan>	ah ok
Jan 03 21:23:34 <LoverGuy>	or partying
Jan 03 21:23:59 <RammsteinFan>	hmm could be
Jan 03 21:24:21 <LoverGuy>	or just trying to annoy me
Jan 03 21:24:29 <LoverGuy>	she loves to do that
Jan 03 21:24:34 <RammsteinFan>	dont think so
Jan 03 21:24:44 <RammsteinFan>	i think shes annoyed you enough
Jan 03 21:24:59 <LoverGuy>	very much loves to do it.. she's told me a lot of times :D 
Jan 03 21:25:09 <LoverGuy>	it's never-ending
Jan 03 21:26:00 <RammsteinFan>	lol
Jan 03 21:26:02 <RammsteinFan>	ok 
Jan 03 21:26:13 <RammsteinFan>	well there is some fun in it
Jan 03 21:26:25 <RammsteinFan>	just shouldnt overdo it
Jan 03 21:26:38 <RammsteinFan>	teasing is a part of realtionships
Jan 03 21:26:43 <LoverGuy>	yeah.. her horoscope shows that the one whom she loves the most is her worst victim
Jan 03 21:26:44 <LoverGuy>	yeah
Jan 03 21:26:48 <LoverGuy>	she overdoes it
Jan 03 21:27:05 <RammsteinFan>	well good thing and bad thing then :)
Jan 03 21:27:14 <LoverGuy>	yeah..
Jan 03 21:27:25 <LoverGuy>	she's troubled her parents enough too
Jan 03 21:27:37 <RammsteinFan>	has she? wow
Jan 03 21:27:39 <RammsteinFan>	why?
Jan 03 21:27:49 <LoverGuy>	stubborn
Jan 03 21:27:58 <RammsteinFan>	hmm
Jan 03 21:34:03 <LoverGuy>	and he said sap has edited the chats and pasted it to dew
Jan 03 21:34:30 <RammsteinFan>	az ssaid it?
Jan 03 21:34:35 <LoverGuy>	yes
Jan 03 21:34:48 <RammsteinFan>	all of them?
Jan 03 21:35:03 <RammsteinFan>	if she wanted to she could have portrayed him as much worse
Jan 03 21:35:10 <LoverGuy>	that's what he says... she showed me too..
Jan 03 21:35:12 <LoverGuy>	exactly
Jan 03 21:35:29 <LoverGuy>	he does such things.. and blames it on others
Jan 03 21:35:33 <RammsteinFan>	yeah
Jan 03 21:36:24 <RammsteinFan>	hes a pyscho
Jan 03 21:36:45 <LoverGuy>	lol.. such people are dangerous
Jan 03 21:36:58 <LoverGuy>	and cowards at heart
Jan 03 21:37:05 <RammsteinFan>	for sure
Jan 03 21:38:26 <RammsteinFan>	did you notice kat left suddenly today?
Jan 03 21:38:32 <RammsteinFan>	she left the room
Jan 03 21:38:41 <LoverGuy>	yes
Jan 03 21:38:56 <LoverGuy>	i guess he was speaking to her in pvt
Jan 03 21:39:02 <LoverGuy>	maybe complaining
Jan 03 21:39:06 <RammsteinFan>	yeah i guess
Jan 03 21:39:17 <RammsteinFan>	usually she just quits...today she left the room
Jan 03 21:39:27 <LoverGuy>	yess
Jan 03 21:39:31 <LoverGuy>	i saw that
Jan 03 21:39:52 <RammsteinFan>	i guess everyone knows what kind of a person he is
Jan 03 21:40:11 <RammsteinFan>	just a matter of time after everyone starts ignoring him
Jan 03 21:40:19 <LoverGuy>	yeah.. it doesn't take long. who wants to pamper another person all the time
Jan 03 21:40:25 <RammsteinFan>	yeah
Jan 03 21:41:09 <LoverGuy>	many such people end up in chat rooms
Jan 03 21:41:10 <RammsteinFan>	that day i will distribute peda :)
Jan 03 21:41:14 <LoverGuy>	loool
Jan 03 21:41:17 <RammsteinFan>	:)
Jan 03 21:41:33 <RammsteinFan>	yeah
Jan 03 21:41:37 <RammsteinFan>	not all of them are bad lg
Jan 03 21:41:37 <LoverGuy>	dew will be hurt.. that's the only sad thing
Jan 03 21:41:42 <LoverGuy>	i know
Jan 03 21:41:53 <RammsteinFan>	hmmm dont know about dew
Jan 03 21:42:06 <RammsteinFan>	i think even she knows what kind of a person he is now
Jan 03 21:42:16 <LoverGuy>	but in other rooms i've seen that there's a clear sign of perversion in many of them
Jan 03 21:42:19 <LoverGuy>	she knows
Jan 03 21:42:46 <RammsteinFan>	ah yeah of course
Jan 03 21:42:55 <LoverGuy>	i'd written a long email to her in may-june.. saying she needs to look at things from all angles
Jan 03 21:43:05 <RammsteinFan>	what did she say?
Jan 03 21:43:08 <LoverGuy>	this guy wasn't even here at that time
Jan 03 21:43:14 <LoverGuy>	she said okie i will
Jan 03 21:43:15 <LoverGuy>	:D
Jan 03 21:43:20 <RammsteinFan>	lol yeah
Jan 03 21:43:24 <RammsteinFan>	thats her
Jan 03 21:43:28 <RammsteinFan>	she is a kid
Jan 03 21:43:29 <LoverGuy>	but she fell for him
Jan 03 21:43:31 <LoverGuy>	yes
Jan 03 21:43:48 <LoverGuy>	the very idea of gender itself doesn't come to my mind when i speak to her
Jan 03 21:43:53 <RammsteinFan>	yeah
Jan 03 21:44:04 <RammsteinFan>	i told her the same thing too
Jan 03 21:44:11 <LoverGuy>	i told him that.. but it fell on deaf ears
Jan 03 21:44:32 <RammsteinFan>	but the thing is there were no bad people in here at that time
Jan 03 21:44:51 <RammsteinFan>	nothing teaches you a lesson like experience
Jan 03 21:45:14 <RammsteinFan>	oh hes not goin to listen 
Jan 03 21:45:18 <RammsteinFan>	hes a moron
Jan 03 21:45:19 <LoverGuy>	yes.. still i could make out her psychology.. i told her that too.. that she'll learn it as years go by
Jan 03 21:45:37 <LoverGuy>	he'll have a lot of lessons to learn
Jan 03 21:46:05 <LoverGuy>	such people cannot work in a team
Jan 03 21:46:07 <RammsteinFan>	oh hes going to be ignored everywhere he goes
Jan 03 21:46:10 <RammsteinFan>	yeah
Jan 03 21:46:11 <RammsteinFan>	exactly
Jan 03 21:46:21 <LoverGuy>	and it takes a toll on career
Jan 03 21:46:22 <RammsteinFan>	personality of a animal
Jan 03 21:46:27 <LoverGuy>	yes
Jan 03 21:46:43 <RammsteinFan>	and thinks he is the smartest thing ever
Jan 03 21:46:55 <RammsteinFan>	should go to germany
Jan 03 21:47:01 <LoverGuy>	lol
Jan 03 21:47:05 <RammsteinFan>	they will tell him to go fuck himself on his face
Jan 03 21:47:17 <LoverGuy>	that's the place for such ppl
Jan 03 21:47:21 <RammsteinFan>	yeah
Jan 03 21:47:26 <RammsteinFan>	very direct people
Jan 03 21:47:42 <LoverGuy>	i know.. and outright practical
Jan 03 21:47:53 <LoverGuy>	that's why they are good in manufacturing industry
Jan 03 21:47:56 <RammsteinFan>	yeah
Jan 03 21:48:27 <RammsteinFan>	have you talked to dew after that day?
Jan 03 21:48:32 <LoverGuy>	no
Jan 03 21:48:43 <RammsteinFan>	didnt see her around 
Jan 03 21:48:50 <RammsteinFan>	frenchie too
Jan 03 21:49:01 <LoverGuy>	she comes in the morning around 8 or 8:30
Jan 03 21:49:05 <LoverGuy>	our time
Jan 03 21:49:24 <RammsteinFan>	i see
Jan 03 21:49:36 <LoverGuy>	maybe to avoid him
Jan 03 21:49:42 <RammsteinFan>	i think i will come at the same time
Jan 03 21:49:45 <RammsteinFan>	ah hes not here?
Jan 03 21:49:46 <RammsteinFan>	ok
Jan 03 21:49:56 <LoverGuy>	yeah he won't be here
Jan 03 21:50:02 <RammsteinFan>	i was thinking of coming here and making him angry at the same time
Jan 03 21:50:07 <RammsteinFan>	ive had enough of this guy
Jan 03 21:50:33 <LoverGuy>	lool.. she'll feel bad.. i can't help that feeling
Jan 03 21:51:14 <RammsteinFan>	let her see what this guy is
Jan 03 21:52:41 <LoverGuy>	she wanted an adoring guy i guess
Jan 03 21:52:48 <LoverGuy>	but not of this sort
Jan 03 21:54:55 <RammsteinFan>	lol
Jan 03 21:55:02 <RammsteinFan>	who wants a guy like this?
Jan 03 21:55:13 <LoverGuy>	hahaha... he's good for nothing
Jan 03 21:55:17 <RammsteinFan>	lol yes
Jan 03 21:55:32 <LoverGuy>	she's already choked with constraints at home
Jan 03 21:55:48 <RammsteinFan>	yeah poor her
Jan 03 21:56:12 <RammsteinFan>	and she gets some peace here...now this asshole came here
Jan 03 21:56:14 <LoverGuy>	once she gets married, she'll do fine
Jan 03 21:56:18 <LoverGuy>	yes
Jan 03 21:56:26 <LoverGuy>	this was her only window
Jan 03 21:56:42 <LoverGuy>	she can't even go out with girl friends
Jan 03 21:56:49 <RammsteinFan>	yeah
Jan 03 21:56:58 <RammsteinFan>	i feel bad for her too
Jan 03 21:57:15 <LoverGuy>	and she's the only girl in her college to wear that burqa
Jan 03 21:57:32 <RammsteinFan>	yes
Jan 03 21:58:01 <RammsteinFan>	but you see she could not have given AZ so much attention 
Jan 03 21:58:33 <RammsteinFan>	thats why he has become like this
Jan 03 21:58:39 <RammsteinFan>	i told her this but she didnt listen
Jan 03 21:58:45 <LoverGuy>	yeah.. it's amazing how minds work at times
Jan 03 21:58:55 <RammsteinFan>	sure
Jan 03 21:59:11 <LoverGuy>	i'd warned her too.. i told her to tell him to get a job.. that he's wasting too much time here
Jan 03 21:59:25 <RammsteinFan>	he doesnt have a job?
Jan 03 21:59:31 <RammsteinFan>	he told me he has one
Jan 03 21:59:38 <LoverGuy>	and all he could think of was to go to california to meet his first love
Jan 03 21:59:47 <LoverGuy>	he said he was on some training
Jan 03 21:59:53 <RammsteinFan>	i see
Jan 03 21:59:58 <LoverGuy>	in a govt chemical factory
Jan 03 22:00:04 <RammsteinFan>	ok
Jan 03 22:00:25 <LoverGuy>	who knows what trouble he ran into at that place
Jan 03 22:00:39 <RammsteinFan>	i can guess what kind f troouble :)
Jan 03 22:01:55 <LoverGuy>	lol
Jan 03 22:01:56 <LoverGuy>	yeah
Jan 03 22:01:59 <RammsteinFan>	:)
Jan 03 22:02:35 <LoverGuy>	ego problem. dew told me his dad is very strict
Jan 03 22:02:43 <RammsteinFan>	ah i see
Jan 03 22:03:01 <RammsteinFan>	with a guy like this i can understand
Jan 03 22:03:23 <LoverGuy>	yeah... he has an elder brother. got engaged recently
Jan 03 22:04:02 <RammsteinFan>	i see
Jan 03 22:04:14 <RammsteinFan>	so just the two of them?
Jan 03 22:04:22 <LoverGuy>	maybe.. not sure
Jan 03 22:05:23 <RammsteinFan>	ok
Jan 03 22:05:42 <RammsteinFan>	if he had a sister he would be a little better than what he is now
Jan 03 22:05:50 <LoverGuy>	yes... 
Jan 03 22:06:01 <LoverGuy>	even i've felt so about myself
Jan 03 22:06:09 <LoverGuy>	i should have had a sister
Jan 03 22:06:19 <RammsteinFan>	lol
Jan 03 22:06:24 <RammsteinFan>	you are not bad raghu :)
Jan 03 22:06:39 <LoverGuy>	lol.. yet. it imparts a lot of sensibility
Jan 03 22:07:44 <RammsteinFan>	:)
Jan 03 22:07:52 <RammsteinFan>	you learn ot think form their perspective too
Jan 03 22:08:05 <LoverGuy>	yes! very imp
Jan 03 22:08:25 <LoverGuy>	i have cousin sisters.. lots of them
Jan 03 22:08:35 <LoverGuy>	but growing up with one  is different
Jan 03 22:09:24 <RammsteinFan>	i have one
Jan 03 22:09:26 <RammsteinFan>	elder sister
Jan 03 22:09:37 <LoverGuy>	yeah.. you'd told me
Jan 03 22:09:45 <LoverGuy>	good thing
Jan 03 22:09:45 <RammsteinFan>	ok :)
Jan 03 22:10:12 <LoverGuy>	what happened with the 'teacher'?
Jan 03 22:10:23 <RammsteinFan>	umm not going forward
Jan 03 22:10:30 <LoverGuy>	ohh
Jan 03 22:10:43 <RammsteinFan>	shes asking when we can meet face to face agin
Jan 03 22:10:47 <LoverGuy>	register on shaadi.com :D
Jan 03 22:10:48 <RammsteinFan>	i talked to her a few times
Jan 03 22:10:50 <RammsteinFan>	lol
Jan 03 22:10:51 <LoverGuy>	ok..
Jan 03 22:11:04 <LoverGuy>	meet up
Jan 03 22:11:05 <RammsteinFan>	but she wants me to meet face to face
Jan 03 22:11:13 <LoverGuy>	why not?
Jan 03 22:11:17 <LoverGuy>	weekends
Jan 03 22:11:24 <RammsteinFan>	too much travel 
Jan 03 22:11:37 <LoverGuy>	hmm... a night's journey
Jan 03 22:11:39 <RammsteinFan>	brb
Jan 03 22:11:42 <RammsteinFan>	yes
Jan 03 22:11:43 <LoverGuy>	ok
Jan 03 22:11:53 <RammsteinFan>	im going this month again 
Jan 03 22:11:57 <RammsteinFan>	so why travel again?
Jan 03 22:12:04 <RammsteinFan>	cost is alos not less
Jan 03 22:12:09 <RammsteinFan>	1500 both ways
Jan 03 22:12:12 <RammsteinFan>	brb
Jan 03 22:12:16 <LoverGuy>	yeah.. better talk to her when you go
Jan 03 22:12:17 <LoverGuy>	ok
Jan 03 22:13:15 <RammsteinFan>	back
Jan 03 22:13:19 <LoverGuy>	b
Jan 03 22:13:21 <LoverGuy>	wb
Jan 03 22:13:23 <RammsteinFan>	thats fine man
Jan 03 22:13:35 <RammsteinFan>	but im sure if ill stay in bglore or go back
Jan 03 22:13:40 <RammsteinFan>	im not sure*
Jan 03 22:13:50 <LoverGuy>	hmm.. that's a problem
Jan 03 22:13:59 <LoverGuy>	she won't give up her job?
Jan 03 22:14:13 <RammsteinFan>	brb
Jan 03 22:14:16 <LoverGuy>	k
Jan 03 22:36:57 *	Notify: Frenchie is online (LibraIRC)
Jan 03 22:36:58 *	[Frenchie] (librairc@1A201E.18414F.8FEA78.A2CA79): Web Chatter @ http://librairc.net/chat
Jan 03 22:36:58 *	[Frenchie] #Lounge 
Jan 03 22:36:58 *	[Frenchie] irc01-blue.librairc.net :LibraIRC EU Server
Jan 03 22:36:58 *	[Frenchie] idle 00:00:00, signon: Tue Jan  3 22:37:34
Jan 03 22:36:58 *	[Frenchie] End of WHOIS list.
Jan 03 22:38:06 *	Notify: LoverGuy is offline (LibraIRC)
Jan 03 22:57:07 <RammsteinFan>	you there?
Jan 03 22:57:15 <LG>	yes
Jan 03 22:57:21 <LG>	long call?
Jan 03 22:57:22 <LG>	:D
Jan 03 22:57:27 <RammsteinFan>	mom :)
Jan 03 22:57:39 <LG>	hmmm
Jan 03 22:57:43 <RammsteinFan>	lol
Jan 03 22:57:50 <LG>	any prospective brides?
Jan 03 22:58:49 <RammsteinFan>	hehe
Jan 03 22:58:51 <RammsteinFan>	no
Jan 03 22:58:57 <LG>	ok :D
Jan 03 22:59:05 <RammsteinFan>	got one patrika but doesnt match
Jan 03 22:59:23 <LG>	give me ur dob and tob and pob
Jan 03 22:59:49 <LG>	i've gained some knowledge in it
Jan 03 23:00:16 <RammsteinFan>	i have to ask my mom for time
Jan 03 23:00:21 <RammsteinFan>	dont know it
Jan 03 23:00:25 <LG>	hmm ok
Jan 03 23:00:32 <LG>	tell me later
Jan 03 23:00:44 <RammsteinFan>	i dont beieve in it anyway...its just for her sake i lisen
Jan 03 23:00:47 <RammsteinFan>	ok
Jan 03 23:00:58 <LG>	it has some bearing
Jan 03 23:01:05 <RammsteinFan>	all i know is its early mirning
Jan 03 23:01:22 <LG>	around 4?
Jan 03 23:01:28 <RammsteinFan>	umm dunno
Jan 03 23:01:34 <RammsteinFan>	but later than 4
Jan 03 23:01:39 <LG>	k.. 
Jan 03 23:01:41 <LG>	where?
Jan 03 23:01:44 <LG>	date?
