**** BEGIN LOGGING AT Thu Oct 20 01:47:39 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 20 01:47:39 <DeWdRoPs>	Veeeeeeeer.
Oct 24 05:43:24 <RammsteinFan>	ah ok
Oct 24 05:43:30 <RammsteinFan>	i thought you had a cold too
Oct 24 05:43:47 <RammsteinFan>	drink all you want then :)
Oct 24 05:44:03 <DeWdRoPs>	No. You asked me if the milkshake is hot or cold. Hence I said cold. :d
Oct 24 05:44:26 <RammsteinFan>	yeah so after you said fever i thought you had cold too
Oct 24 05:44:51 <RammsteinFan>	here is a blanket for you :)
Oct 24 05:44:59 <DeWdRoPs>	No. I have only fever. But cold and cough shall accompany. Lol
Oct 24 05:44:59 <RammsteinFan>	stay snug 
Oct 24 05:45:06 <DeWdRoPs>	Aww. Thank you. Hugsssss :)
Oct 24 05:45:09 <RammsteinFan>	oh no
Oct 24 05:45:14 <RammsteinFan>	really?
Oct 24 05:45:18 <RammsteinFan>	hugggss :)
Oct 24 05:45:27 <RammsteinFan>	cold and cough will accompany?
Oct 24 05:45:37 <DeWdRoPs>	It's always like that.
Oct 24 05:45:45 <RammsteinFan>	oh no
Oct 24 05:45:49 <DeWdRoPs>	If fever comes first, cold and cough will be on their way soon.
Oct 24 05:45:55 <DeWdRoPs>	If it's cold, cough and fever..
Oct 24 05:46:02 <DeWdRoPs>	And if it's cough, fever and cold...
Oct 24 05:46:04 <DeWdRoPs>	Lol
Oct 24 05:46:04 <RammsteinFan>	ah i see
Oct 24 05:46:05 <RammsteinFan>	lol
Oct 24 05:46:14 <RammsteinFan>	well they say troubles come in threes
Oct 24 05:46:22 <DeWdRoPs>	Yes. They do :P
Oct 24 05:46:26 <RammsteinFan>	:)
Oct 24 05:46:37 <DeWdRoPs>	:)
Oct 24 05:46:44 <RammsteinFan>	anyway just wanted to say sorry for saying all those things to you ytd
Oct 24 05:46:45 <RammsteinFan>	im sorry
Oct 24 05:46:58 <RammsteinFan>	i shouldnt have
Oct 24 05:47:22 <DeWdRoPs>	No, Veer. It's okie. You are my friend and you have all the right to say that.
Oct 24 05:47:23 <RammsteinFan>	i was really mad at az and i said it all to you
Oct 24 05:47:35 <RammsteinFan>	no i dont have the right to say anything to you
Oct 24 05:47:44 <RammsteinFan>	you have the right to do whatever you want to do
Oct 24 05:47:53 <RammsteinFan>	i cant tell you want to do and what not to
Oct 24 05:48:06 <RammsteinFan>	so its my fault
Oct 24 05:48:16 <DeWdRoPs>	No, Veer. Why do you think like that ?
Oct 24 05:48:24 <RammsteinFan>	coz that the way it is
Oct 24 05:48:43 <RammsteinFan>	you dont tell anyone how to act
Oct 24 05:48:51 <RammsteinFan>	they are free to do what they want
Oct 24 05:49:00 <DeWdRoPs>	Well, if you say so. Okie :-)
Oct 24 05:49:04 <RammsteinFan>	but i still think az's jokes are lame :)
Oct 24 05:49:17 <RammsteinFan>	yes i do :)
Oct 24 05:49:31 <RammsteinFan>	so we cool?
Oct 24 05:49:35 <DeWdRoPs>	I like him as a person. But yes, at times, he crosses the limits. I know.
Oct 24 05:49:47 <DeWdRoPs>	We've been always cool. Aren't we ?
Oct 24 05:49:50 <RammsteinFan>	yes he does
Oct 24 05:49:55 <RammsteinFan>	yes we have :)
Oct 24 05:50:16 <RammsteinFan>	alright then!
Oct 24 05:50:25 <DeWdRoPs>	And Veer, I have always thought that I have the freedom/right to tell you anything and everything I want.
Oct 24 05:50:30 <DeWdRoPs>	And you have the same too.
Oct 24 05:50:34 <RammsteinFan>	yes you have 
Oct 24 05:50:44 <DeWdRoPs>	We can accept it or reject it.. That is upto us. 
Oct 24 05:50:51 <RammsteinFan>	but telling someone what to do isnt right
Oct 24 05:51:08 <RammsteinFan>	telling stuff is different from telling someone what to do
Oct 24 05:51:12 <RammsteinFan>	ok then
Oct 24 05:51:17 <DeWdRoPs>	I understand.
Oct 24 05:51:19 <RammsteinFan>	we can have that system :)
Oct 24 05:51:25 <DeWdRoPs>	Yes. :)
Oct 24 05:51:33 <RammsteinFan>	aikawe jaanache karawe manache :)
Oct 24 05:51:44 <RammsteinFan>	listen to the world but do only what your heart tells you
Oct 24 05:51:48 <DeWdRoPs>	And I always tell you if I do not like anything you said or if I am sad.. 
Oct 24 05:51:56 <DeWdRoPs>	Yesss. Aye Aye Captain :)
Oct 24 05:51:59 <RammsteinFan>	ofcourse anytime :)
Oct 24 05:52:21 <RammsteinFan>	good :)
Oct 24 05:52:32 <DeWdRoPs>	And if there is anything still bothering me, I will write to you or talk.
Oct 24 05:52:35 <DeWdRoPs>	Deal ?
Oct 24 05:52:37 <RammsteinFan>	ofcourse
Oct 24 05:52:42 <RammsteinFan>	anytime
Oct 24 05:52:47 <RammsteinFan>	goes without saying
Oct 24 05:52:56 <RammsteinFan>	you can tell me anything and everyting
Oct 24 05:53:07 <DeWdRoPs>	Okie. So all jhakaaaaaas :)
Oct 24 05:53:11 <RammsteinFan>	yup :)
Oct 24 05:53:14 <DeWdRoPs>	And in between, what did you say ?
Oct 24 05:53:20 <DeWdRoPs>	aikawe
Oct 24 05:53:20 <RammsteinFan>	between?
Oct 24 05:53:23 <RammsteinFan>	lol
Oct 24 05:53:24 <RammsteinFan>	ok
Oct 24 05:53:30 <RammsteinFan>	thats a marathi saying
Oct 24 05:53:41 <RammsteinFan>	translation is below that 
Oct 24 05:53:51 <DeWdRoPs>	Ahaan. I could guess that much.
Oct 24 05:53:54 <DeWdRoPs>	Ooo. Okie :)
Oct 24 05:54:00 <RammsteinFan>	really?
Oct 24 05:54:15 <RammsteinFan>	i think i told you that saying before too
Oct 24 05:54:22 <DeWdRoPs>	I could guess that it's Marathi.
Oct 24 05:54:28 <RammsteinFan>	ah ok
Oct 24 05:54:29 <DeWdRoPs>	But I forgot the meaning.
Oct 24 05:54:38 <RammsteinFan>	i thought you understood the saying
Oct 24 05:54:50 <RammsteinFan>	well now you know :)
Oct 24 05:55:03 <RammsteinFan>	so you have college today?
Oct 24 05:55:09 <RammsteinFan>	or staying at home
Oct 24 05:55:10 <RammsteinFan>	?
Oct 24 05:55:13 <DeWdRoPs>	No. Manache = Mann = heart ?
Oct 24 05:55:18 <RammsteinFan>	yes
Oct 24 05:55:35 <RammsteinFan>	mann is like mind
Oct 24 05:55:43 <DeWdRoPs>	Ah. Mann. Mind.. 
Oct 24 05:55:45 <DeWdRoPs>	Okie.
Oct 24 05:55:48 <RammsteinFan>	but heart fits in better in this context :)
Oct 24 05:55:53 <DeWdRoPs>	I could guess that much :D
Oct 24 05:56:01 <RammsteinFan>	i know you are smart :)
Oct 24 05:56:03 <DeWdRoPs>	Yess. All clear now :)
Oct 24 05:56:14 <RammsteinFan>	ok say it five times now :P
Oct 24 05:56:40 <DeWdRoPs>	aikawe janache karawe manache
Oct 24 05:56:48 <DeWdRoPs>	aikawe janache karawe manache
Oct 24 05:56:49 <DeWdRoPs>	aikawe janache karawe manache
Oct 24 05:56:50 <DeWdRoPs>	aikawe janache karawe manache
Oct 24 05:56:52 <DeWdRoPs>	aikawe janache karawe manache
Oct 24 05:56:55 <DeWdRoPs>	:P
Oct 24 05:57:15 <RammsteinFan>	loool
Oct 24 05:57:20 <RammsteinFan>	you actually said it
Oct 24 05:57:22 <RammsteinFan>	looool
Oct 24 05:57:41 <RammsteinFan>	you take everything litereally :)
Oct 24 05:57:56 <DeWdRoPs>	Oh. I wasn't supposed to ?
Oct 24 05:58:00 <DeWdRoPs>	Lol. Silly me :P
Oct 24 05:58:04 <RammsteinFan>	no it was a joke :)
Oct 24 05:58:36 <RammsteinFan>	you know like in school when they teach you something new they ask you to repeat
Oct 24 05:58:38 <RammsteinFan>	it
Oct 24 05:58:49 <DeWdRoPs>	Yesss.
Oct 24 05:58:57 <RammsteinFan>	hmmm
Oct 24 05:58:58 <DeWdRoPs>	And I always repeated all of it.
Oct 24 05:59:10 <RammsteinFan>	sure i know you did 
Oct 24 05:59:34 <RammsteinFan>	i know you well now :)
Oct 24 05:59:53 <DeWdRoPs>	Do you ? You were having doubts that day.. :P
Oct 24 06:00:16 <RammsteinFan>	i still do
Oct 24 06:00:19 <RammsteinFan>	:P
Oct 24 06:00:36 <RammsteinFan>	you cant know anyone well enough
Oct 24 06:00:43 <DeWdRoPs>	I agree.
Oct 24 06:00:51 <RammsteinFan>	but some things i know :)
Oct 24 06:01:05 <DeWdRoPs>	And those are important ones :)
Oct 24 06:01:10 <RammsteinFan>	lol
Oct 24 06:01:27 <RammsteinFan>	like your love for milkshakes and cerelac :P
Oct 24 06:01:43 <DeWdRoPs>	And how matured and woman-like I am :d
Oct 24 06:01:48 <RammsteinFan>	ummm
Oct 24 06:01:49 <RammsteinFan>	ummm
Oct 24 06:01:51 <RammsteinFan>	ummm
Oct 24 06:01:52 <DeWdRoPs>	Lol
Oct 24 06:01:55 <RammsteinFan>	LOOOL
Oct 24 06:01:57 <RammsteinFan>	:P
Oct 24 06:01:58 <DeWdRoPs>	Okie. Don't say anything :P
Oct 24 06:02:00 <RammsteinFan>	:P
Oct 24 06:02:02 <RammsteinFan>	:P
Oct 24 06:02:06 <RammsteinFan>	no i wont lol
Oct 24 06:02:26 <DeWdRoPs>	:) Hugssssssssssss :)
Oct 24 06:02:31 <RammsteinFan>	hugggss :)
Oct 24 06:02:44 <RammsteinFan>	now you know something about me too...dont you?
Oct 24 06:02:56 <DeWdRoPs>	I do :)
Oct 24 06:03:04 <RammsteinFan>	ahaah
Oct 24 06:03:08 <RammsteinFan>	like what?
Oct 24 06:03:20 <RammsteinFan>	this is interesting :D
Oct 24 06:04:17 *	RammsteinFan looks at the clock
Oct 24 06:04:30 <DeWdRoPs>	You love music. You love playing trivia. You are close to your Mom. You love your family. You are funny and smart and intelligent. You have this positive 'aura' around you which can make other people think positive when they are down..
Oct 24 06:04:46 <RammsteinFan>	ah long things
Oct 24 06:04:56 <DeWdRoPs>	You are a good friend, who cares about others.
Oct 24 06:04:57 <RammsteinFan>	lots*
Oct 24 06:05:07 <RammsteinFan>	danke :)
Oct 24 06:05:16 <RammsteinFan>	but all these are good things only
Oct 24 06:05:22 <RammsteinFan>	no bad things eh?
Oct 24 06:05:24 <DeWdRoPs>	Okie, bad things.
Oct 24 06:05:26 <DeWdRoPs>	Hmmm
Oct 24 06:05:27 <RammsteinFan>	lol
Oct 24 06:05:28 <DeWdRoPs>	Hmmmm
Oct 24 06:05:31 <DeWdRoPs>	Hmmm
Oct 24 06:05:38 <RammsteinFan>	lol
Oct 24 06:05:45 <RammsteinFan>	im sure there are man
Oct 24 06:05:47 <RammsteinFan>	many*
Oct 24 06:05:53 <DeWdRoPs>	I will think and then I will tell you. I can't think of any as of now :)
Oct 24 06:05:54 <RammsteinFan>	but i also know you wont tell me
Oct 24 06:05:57 <RammsteinFan>	lol
Oct 24 06:06:04 <RammsteinFan>	you are being diplomatic
Oct 24 06:06:44 <DeWdRoPs>	No. I have crossed that line of being formal with you.
Oct 24 06:06:55 <DeWdRoPs>	If I find any, I will tell you.
Oct 24 06:07:00 <DeWdRoPs>	Sugar thing :)
Oct 24 06:07:01 <RammsteinFan>	hmm
Oct 24 06:07:16 <RammsteinFan>	well i know some of em already :)
Oct 24 06:07:25 <RammsteinFan>	so was just crossc checking with you :)
Oct 24 06:07:48 <DeWdRoPs>	When we know our flaws, we have become a winner already :)
Oct 24 06:07:52 <RammsteinFan>	wow
Oct 24 06:08:12 <RammsteinFan>	im a winner already? at 6am in the morning? loool
Oct 24 06:08:18 <RammsteinFan>	danke!!!
Oct 24 06:08:30 <DeWdRoPs>	Lol. Now who is taking everything 'literally' ?
Oct 24 06:08:33 <DeWdRoPs>	:P
Oct 24 06:08:40 <RammsteinFan>	eh?
Oct 24 06:08:45 <RammsteinFan>	that was a joke?
Oct 24 06:08:49 <RammsteinFan>	oh no 
Oct 24 06:08:50 <DeWdRoPs>	Nooooooooo.
Oct 24 06:08:51 <RammsteinFan>	:(
Oct 24 06:08:54 <RammsteinFan>	loool
Oct 24 06:08:56 <RammsteinFan>	i know
Oct 24 06:09:00 <RammsteinFan>	i was just teasing ya
Oct 24 06:09:01 <DeWdRoPs>	Winner @ 6 am..
Oct 24 06:09:01 <RammsteinFan>	loool
Oct 24 06:09:04 <DeWdRoPs>	I meant that.
Oct 24 06:09:10 <DeWdRoPs>	OMG. Grrrrrrr. Lol :P
Oct 24 06:09:10 <RammsteinFan>	ah ok
Oct 24 06:09:28 <RammsteinFan>	now YOU took it literally :D
Oct 24 06:09:33 <RammsteinFan>	hihihi
Oct 24 06:09:40 <DeWdRoPs>	Yes. Lol Lol. I know :D
Oct 24 06:09:56 <RammsteinFan>	:)
Oct 24 06:10:05 <DeWdRoPs>	I was sooo happy when I came to know that you like POTF :)
Oct 24 06:10:12 <RammsteinFan>	really? 
Oct 24 06:10:15 <RammsteinFan>	coool!
Oct 24 06:10:21 <RammsteinFan>	who wouldnt love them
Oct 24 06:10:26 <DeWdRoPs>	Yesss. I loveeeeeeeeee them.
Oct 24 06:10:35 <RammsteinFan>	ive been listening to all their songs since ytd morning
Oct 24 06:10:41 <DeWdRoPs>	I can keep listening to Carnival Of Rust 24/7
Oct 24 06:10:48 <RammsteinFan>	exactly :)
Oct 24 06:10:50 <DeWdRoPs>	Nice :)
Oct 24 06:10:57 <RammsteinFan>	i listened to it first thing this morning :)
Oct 24 06:11:07 <DeWdRoPs>	:):)
Oct 24 06:11:08 <RammsteinFan>	locking up the sun is good too :)
Oct 24 06:11:19 <RammsteinFan>	im listening to it now
Oct 24 06:11:38 <DeWdRoPs>	Yess. And Love will come to you..
Oct 24 06:11:45 <DeWdRoPs>	Lotssss. All of them
Oct 24 06:11:49 <DeWdRoPs>	Just amazing :)
Oct 24 06:11:51 <DeWdRoPs>	Mashallah.
Oct 24 06:11:57 <RammsteinFan>	their new album is coming out next month
Oct 24 06:12:10 <RammsteinFan>	umm next month i think
Oct 24 06:12:30 <DeWdRoPs>	Really? Woah. That is great news :)
Oct 24 06:12:34 <RammsteinFan>	yes :)
Oct 24 06:12:50 <DeWdRoPs>	Do you like The Weekend ?
Oct 24 06:13:07 <RammsteinFan>	umm some of their songs
Oct 24 06:13:28 *	Notify: hOpPy is online (LibraIRC)
Oct 24 06:13:28 *	[hOpPy] (librairc@7252DD.64FC90.326D31.FF8B16): Web Chatter @ http://librairc.net/chat
Oct 24 06:13:28 *	[hOpPy] irc01-purple.librairc.net :LibraIRC EU Server
Oct 24 06:13:28 *	[hOpPy] idle 00:00:00, signon: Mon Oct 24 06:13:25
Oct 24 06:13:28 *	[hOpPy] End of WHOIS list.
Oct 24 06:13:31 <DeWdRoPs>	I love the new song.. Starboy. There are 2 versions..
Oct 24 06:13:38 <RammsteinFan>	let me check that one
Oct 24 06:13:41 <DeWdRoPs>	I could listen to the clean version only.
Oct 24 06:14:54 <RammsteinFan>	other one is blocked?
Oct 24 06:15:16 *	Notify: hOpPy is offline (LibraIRC)
Oct 24 06:15:28 <DeWdRoPs>	Yes. I cannot get hold of it. There are some words in that. I checked the lyrics.
Oct 24 06:15:57 <RammsteinFan>	ah i see
Oct 24 06:16:15 <RammsteinFan>	this is the one wiht daft punk?
Oct 24 06:16:19 <DeWdRoPs>	Yes.
Oct 24 06:16:33 <RammsteinFan>	daft punk is good too
Oct 24 06:16:43 <DeWdRoPs>	Very good, I'd say.
Oct 24 06:16:59 <RammsteinFan>	yes :)
Oct 24 06:17:13 <DeWdRoPs>	:)
Oct 24 06:17:51 <DeWdRoPs>	I am happy that we have the same love for music :) Mashallah :)
Oct 24 06:17:55 <RammsteinFan>	:)
Oct 24 06:17:56 *	Notify: hOpPy is online (LibraIRC)
Oct 24 06:17:57 *	[hOpPy] (librairc@7252DD.64FC90.326D31.FF8B16): Web Chatter @ http://librairc.net/chat
Oct 24 06:17:57 *	[hOpPy] irc01-purple.librairc.net :LibraIRC EU Server
Oct 24 06:17:57 *	[hOpPy] idle 00:00:00, signon: Mon Oct 24 06:17:54
Oct 24 06:17:57 *	[hOpPy] End of WHOIS list.
Oct 24 06:18:15 <RammsteinFan>	but i dont think you like rammstein...heheh
Oct 24 06:18:58 <DeWdRoPs>	I do. I told you. Music is beautiful and it is universal. No genre or language matters.. I just loveeeeee all of them :)
Oct 24 06:19:14 <RammsteinFan>	lol
Oct 24 06:19:16 <RammsteinFan>	really?
Oct 24 06:19:21 <RammsteinFan>	you like rammstein?
Oct 24 06:19:24 <RammsteinFan>	cooool!
Oct 24 06:20:11 <DeWdRoPs>	I haven't listened to a lot of songs of Ramm.. But I can listen to them, yes.
Oct 24 06:21:07 <RammsteinFan>	:)
Oct 24 06:21:10 <RammsteinFan>	alright
Oct 24 06:21:17 <DeWdRoPs>	Al-left :P
Oct 24 06:22:11 <RammsteinFan>	hehe
Oct 24 06:22:21 <RammsteinFan>	you know what this smiley means? :")
Oct 24 06:22:33 <DeWdRoPs>	:") 
Oct 24 06:22:38 <DeWdRoPs>	This one ?
Oct 24 06:22:39 <RammsteinFan>	yeah
Oct 24 06:22:53 <RammsteinFan>	what does it mean?
Oct 24 06:23:10 <DeWdRoPs>	A face with a moustache ?
Oct 24 06:23:15 <RammsteinFan>	i see
Oct 24 06:23:19 <RammsteinFan>	i didnt know
Oct 24 06:23:32 <RammsteinFan>	hoppy came into radio typed that and left
Oct 24 06:23:43 <RammsteinFan>	hes been a bit odd recently
Oct 24 06:23:44 <DeWdRoPs>	Ah, he makes faces like that :)
Oct 24 06:23:48 <DeWdRoPs>	Oh..
Oct 24 06:23:49 <RammsteinFan>	ok
Oct 24 06:23:53 <DeWdRoPs>	Why is that ?
Oct 24 06:23:59 <RammsteinFan>	do you know how old he is?
Oct 24 06:23:59 <DeWdRoPs>	{|:-)
Oct 24 06:24:01 <RammsteinFan>	idk why
Oct 24 06:24:09 <DeWdRoPs>	II don't know about his age.
Oct 24 06:24:15 <RammsteinFan>	ok
Oct 24 06:24:25 <RammsteinFan>	so until i know his age i cant really say why
Oct 24 06:24:53 <RammsteinFan>	well not really
Oct 24 06:24:55 <DeWdRoPs>	Hmmmm..
Oct 24 06:26:08 *	Notify: Frenchie is online (LibraIRC)
Oct 24 06:26:08 *	[Frenchie] (librairc@1A201E.BD63B1.FD541C.FD22CF): Web Chatter @ http://librairc.net/chat
Oct 24 06:26:08 *	[Frenchie] irc01-purple.librairc.net :LibraIRC EU Server
Oct 24 06:26:08 *	[Frenchie] idle 00:00:00, signon: Mon Oct 24 06:26:05
Oct 24 06:26:08 *	[Frenchie] End of WHOIS list.
Oct 24 06:26:38 *	Notify: Frenchie is offline (LibraIRC)
Oct 24 06:26:38 *	Notify: Frenchie is online (LibraIRC)
Oct 24 06:26:38 *	[Frenchie] (enforcer@services.librairc.net): Held for nickname owner
Oct 24 06:26:39 *	[Frenchie] services.librairc.net :Atheme IRC Services
Oct 24 06:26:39 *	[Frenchie] is an LibraIRC Service
Oct 24 06:26:39 *	[Frenchie] End of WHOIS list.
Oct 24 06:29:05 <DeWdRoPs>	Slept ?
Oct 24 06:29:16 <RammsteinFan>	here
Oct 24 06:29:25 <DeWdRoPs>	Radio ?
Oct 24 06:29:28 <RammsteinFan>	my mouse batt died
Oct 24 06:29:32 <RammsteinFan>	brb
Oct 24 06:29:38 <DeWdRoPs>	Hb
Oct 24 06:33:56 <RammsteinFan>	ive run out of batteries
Oct 24 06:34:09 <DeWdRoPs>	Ah, okie. All good now ?
Oct 24 06:34:26 <RammsteinFan>	umm no i have to use my finger to navigate
Oct 24 06:34:30 <RammsteinFan>	shops are still closed
Oct 24 06:34:44 <DeWdRoPs>	Ah. That will be tough ?
Oct 24 06:42:00 <RammsteinFan>	kinnda
Oct 24 06:42:03 <RammsteinFan>	kinda*
Oct 24 06:42:08 <RammsteinFan>	i could wait for another 15 mins
Oct 24 06:42:25 <DeWdRoPs>	Okie. Then let's wait for 15 mins :)
Oct 24 06:42:53 <RammsteinFan>	have to :)
Oct 24 06:43:32 <DeWdRoPs>	:)
Oct 24 06:43:56 <RammsteinFan>	i want to dj for a bit today
Oct 24 06:45:02 <DeWdRoPs>	Ahhh. I still couldn't resolve the sound problem :(
Oct 24 06:45:27 <RammsteinFan>	:(
Oct 24 06:45:44 <RammsteinFan>	didnt you get the sound card?
Oct 24 06:46:08 <DeWdRoPs>	My brother got me one. Not one. 2 of them.
Oct 24 06:46:15 <DeWdRoPs>	But still the problem continues.
Oct 24 06:48:05 <RammsteinFan>	hmm
Oct 24 06:48:22 <RammsteinFan>	then something wrong with the pc maybe?
Oct 24 06:48:56 <DeWdRoPs>	I guess so.
Oct 24 06:49:11 <DeWdRoPs>	What was al that ?
Oct 24 06:49:14 <DeWdRoPs>	all*
Oct 24 06:49:57 <RammsteinFan>	yeah
Oct 24 06:50:00 <RammsteinFan>	exactly
Oct 24 06:50:13 <DeWdRoPs>	OMG !!
Oct 24 06:51:12 <DeWdRoPs>	And you asked me if I will be going to the University today. I don't think I can :-(
Oct 24 06:51:56 <RammsteinFan>	i dont know why az behaves this way
Oct 24 06:52:10 <DeWdRoPs>	I am talking to him !
Oct 24 06:52:42 <RammsteinFan>	LG can take care of himself
Oct 24 06:52:51 *	Notify: Frenchie is online (LibraIRC)
Oct 24 06:52:52 *	[Frenchie] (librairc@1A201E.BD63B1.FD541C.FD22CF): Web Chatter @ http://librairc.net/chat
Oct 24 06:52:52 *	[Frenchie] #Lounge 
Oct 24 06:52:52 *	[Frenchie] irc01-purple.librairc.net :LibraIRC EU Server
Oct 24 06:52:52 *	[Frenchie] idle 00:26:44, signon: Mon Oct 24 06:26:05
Oct 24 06:52:52 *	[Frenchie] End of WHOIS list.
Oct 24 06:52:52 <DeWdRoPs>	Yes !
Oct 24 06:52:58 <RammsteinFan>	why does he have to say all these things to crimson about him
Oct 24 06:53:06 <DeWdRoPs>	He is only making the problems worse :-(
Oct 24 06:53:15 <RammsteinFan>	yes exactly
Oct 24 06:53:22 <RammsteinFan>	im mad at her too
Oct 24 06:53:48 <RammsteinFan>	why did he say "you tried to take my love away from me"?
Oct 24 06:53:51 <DeWdRoPs>	Yes. I don't know why people doesn't think before they do or say something !!
Oct 24 06:54:03 <RammsteinFan>	hmm
Oct 24 06:54:06 <RammsteinFan>	yes
Oct 24 06:57:31 *	Notify: DrAgOnHeArT is offline (LibraIRC)
Oct 24 06:59:04 <DeWdRoPs>	BRB
Oct 24 07:00:44 *	Notify: DeWdRoPs is offline (LibraIRC)
Oct 24 07:00:44 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Mon Oct 24 07:08:30 2016

**** BEGIN LOGGING AT Mon Oct 24 09:10:32 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 24 09:10:32 <DeWdRoPs>	Here ? There ? Anywhere ?
Oct 24 09:11:05 *	RammsteinFan coughs
Oct 24 09:11:27 <DeWdRoPs>	Oops. You are having cough now ?
Oct 24 09:12:12 *	RammsteinFan coughs again
Oct 24 09:12:26 <RammsteinFan>	i think i caught it from someone
Oct 24 09:12:53 <RammsteinFan>	now who could it be???
Oct 24 09:12:55 <DeWdRoPs>	Ah. I see. I c. I sea. Lol
Oct 24 09:13:01 <RammsteinFan>	:P
Oct 24 09:13:05 <DeWdRoPs>	:P
Oct 24 09:13:09 <DeWdRoPs>	Dj-ing ?
Oct 24 09:13:12 <RammsteinFan>	no
Oct 24 09:13:26 <RammsteinFan>	anyway im leaving now...
Oct 24 09:13:28 <DeWdRoPs>	The batteries are fine now ?
Oct 24 09:13:31 <RammsteinFan>	gotta get ready for work
Oct 24 09:13:40 <RammsteinFan>	yeah i got new ones :)
Oct 24 09:13:43 <DeWdRoPs>	Ah. Yes. Monday.
Oct 24 09:13:46 <DeWdRoPs>	Good :)
Oct 24 09:13:48 <RammsteinFan>	yeah :(
Oct 24 09:13:53 <RammsteinFan>	monday!!!
Oct 24 09:14:07 <DeWdRoPs>	I will sleeeep then.
Oct 24 09:14:09 <RammsteinFan>	so see you laters!
Oct 24 09:14:12 <RammsteinFan>	good :)
Oct 24 09:14:15 <DeWdRoPs>	:)
Oct 24 09:14:15 <RammsteinFan>	get some sleep
Oct 24 09:14:21 <DeWdRoPs>	Have a lovely day, Veer :)
Oct 24 09:14:22 <RammsteinFan>	take care and hugggss :)
Oct 24 09:14:25 <RammsteinFan>	you too :)
Oct 24 09:14:27 <DeWdRoPs>	Hugsssssssssssssssssss and Hugssssssssssssss :)
Oct 24 09:14:32 <RammsteinFan>	ciao!!!
Oct 24 09:14:34 <DeWdRoPs>	See you sooooooooooooooon :)
Oct 24 09:14:40 <RammsteinFan>	see you soon :)
**** ENDING LOGGING AT Mon Oct 24 09:14:43 2016

**** BEGIN LOGGING AT Tue Oct 25 02:56:57 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 25 02:56:57 <DeWdRoPs>	Pisces you are.
Oct 25 02:57:03 <DeWdRoPs>	Right ?
Oct 25 02:57:15 <RammsteinFan>	yeah
Oct 25 02:57:20 <DeWdRoPs>	:)
Oct 25 02:57:22 <DeWdRoPs>	Okie 
Oct 25 02:57:22 <RammsteinFan>	:)
Oct 25 02:57:46 <RammsteinFan>	btw im leaving for my hometown tomorrow
Oct 25 02:57:54 <RammsteinFan>	will be back on 7th prob
Oct 25 02:57:56 <DeWdRoPs>	Really ?
Oct 25 02:58:03 <DeWdRoPs>	Ah. Decided all of a sudden ?
Oct 25 03:00:27 <DeWdRoPs>	Take care, Veer. Have a lovely time :)
Oct 25 03:02:45 <RammsteinFan>	no decided long ago...date wasnt fixed
Oct 25 03:02:59 <RammsteinFan>	my mom called me ytd and asked if i can come early
Oct 25 03:06:50 <DeWdRoPs>	Back :)
Oct 25 03:06:53 <DeWdRoPs>	Ah, okie :)
Oct 25 03:06:59 <RammsteinFan>	wb :)
Oct 25 03:07:04 <DeWdRoPs>	My love to Mom. And hugsss too :)
Oct 25 03:07:10 <DeWdRoPs>	Dhanyavaad ..
Oct 25 03:07:31 <RammsteinFan>	will tell her :)
Oct 25 03:07:34 <RammsteinFan>	grrrr
Oct 25 03:08:42 <DeWdRoPs>	:P
Oct 25 03:08:56 <RammsteinFan>	:)
Oct 25 03:09:13 <DeWdRoPs>	Hugsssssssssss :)
Oct 25 03:10:02 <RammsteinFan>	hugggsss :)
Oct 25 03:10:28 <DeWdRoPs>	:):)
Oct 25 03:11:06 <RammsteinFan>	:) :)
Oct 25 03:11:39 <RammsteinFan>	i have no net but ill try to come online once in a while
Oct 25 03:11:57 <DeWdRoPs>	Please do :)
Oct 25 03:13:05 <RammsteinFan>	i will try :)
Oct 25 03:13:11 <RammsteinFan>	have a lot of work to do
Oct 25 03:13:16 <RammsteinFan>	festival is busy time
Oct 25 03:13:34 <RammsteinFan>	why did deb say that?
Oct 25 03:13:36 <DeWdRoPs>	Yes. I can understand.
Oct 25 03:13:39 <DeWdRoPs>	Just try.
Oct 25 03:13:47 <RammsteinFan>	il try my best :)
Oct 25 03:14:01 <DeWdRoPs>	Parsi was saying that they wanted to play. But they left without playing.
Oct 25 03:14:17 <RammsteinFan>	yeah but why does deb have to ask that question
Oct 25 03:14:32 <RammsteinFan>	anyway
